,amount,frequency,recency
0,-0.7237382112759089,-0.7528875434252121,2.3016114353168216
1,1.7316172224055821,1.0424666455956468,-0.9064656103485335
2,0.3001279139282032,-0.46363603519407376,-0.18365812783751218
3,0.27751699579297845,-0.044720057755873316,-0.7381405801747339
4,-0.5332345321522219,-0.6032746943401406,2.1431878775061866
5,0.15666337590871138,0.17471212090223168,-0.5698155500009345
6,-0.6730359761024395,-0.7329391635472026,1.093631807010731
7,-0.10881694558778783,-0.1943329068409449,1.370873033179342
8,-0.46202352769510213,-0.6431714540961596,1.1926465306423777
9,0.8778998228111338,-0.1843587169019401,-0.6985346907220753
10,2.8126971170307224,0.5337829587064035,-0.5995199670904285
11,-0.058308404346441974,-0.583326314462131,-0.9064656103485335
12,2.834265506060695,1.7606083212039907,-0.8470567761695454
13,0.792805520925054,0.5138345788283939,-0.4113919921902997
14,-0.6155544533046524,-0.673094023913174,1.915454013153399
15,2.2127643435607363,1.960092119984086,-0.8965641379853688
16,-0.40927041559326777,-0.5434295547061119,0.16289340487325146
17,0.024319148345243263,0.07497022151218395,-0.8470567761695454
18,-0.5410449551210788,-0.5434295547061119,1.9550599026060578
19,-0.6275179020534485,-0.6631198339741692,-0.8866626656222041
20,1.2961989598726122,0.8928537965105753,-0.4212934645534644
21,0.3518100125230025,-0.14446195714592103,-0.48070229873245246
22,0.0157396465282495,-0.25417804647497355,-0.2133625449270062
23,-0.5160299534753817,-0.6331972641571548,2.1530893498693513
24,-0.3004998789452846,-0.4436876553160642,-0.6787317459957459
25,-0.4642908860770168,-0.5933005044011358,-0.8965641379853688
26,0.2037822733378983,-0.004823297999854224,2.19269523932201
27,1.5599246422192878,1.4115116733388235,0.36092285213654496
28,-0.23933817143715366,-0.363894135804026,-0.11434782129535946
29,0.8261322710109861,0.2744540202922794,-0.7084361630852399
30,0.303956217527818,0.1348153611462126,-0.8767611932590395
31,0.3240946895882914,0.22458307059725555,0.905503832110602
32,-0.40120363300836526,-0.47361022513307854,-0.6391258565430873
33,-0.49478058974537725,-0.673094023913174,2.4204291036747976
34,0.8603705219539692,0.22458307059725555,-0.7678449972642281
35,-0.4105009417502868,-0.453661845255069,-0.1341507660216888
36,-0.46117469252197324,0.22458307059725555,-0.7084361630852399
37,0.17785007395479369,-0.13448776720691627,-0.2133625449270062
38,0.001178420336857672,-0.5035327949500928,-0.2925743238323236
39,0.9843460322736367,0.8130602769985371,-0.7678449972642281
40,0.6491529858537954,0.4839120090113796,-0.5698155500009345
41,0.20807772112675174,0.07497022151218395,-0.4708008263692878
42,-0.09215357054482179,-0.1843587169019401,0.2520066561417335
43,-0.6757135098700273,-0.7229649736081978,2.073877570964034
44,-0.595216590431699,-0.6631198339741692,2.2719070182273273
45,-0.4903370230672529,-0.7129907836691931,-0.4311949369166291
46,0.2506505080313964,-0.23422966659696398,0.5490508270366737
47,1.1452658117056576,0.3043765901092937,-0.7084361630852399
48,0.24935731619045512,-0.004823297999854224,-0.4311949369166291
49,0.8956399082414916,0.35424753980431756,-0.5995199670904285
50,5.575262520820584,0.36422172974332234,-0.14405223838485348
51,-0.3357350839506676,-0.49355860501108806,2.0540746262377048
52,-0.02479935408909958,-0.16441033702393057,-0.18365812783751218
53,-0.32828926132463115,-0.3738683257430308,-0.26286990674282956
54,-0.40333996314207887,-0.5933005044011358,1.2223509477318717
55,1.3150613307332142,1.2020536846197232,-0.8965641379853688
56,-0.34285618439637955,-0.4337134653770594,0.19259782196274547
57,-0.38170321154782755,-0.4835844150720833,-0.2925743238323236
58,-0.26441583876677294,-0.31402318610900215,-0.7678449972642281
59,-0.26595969334340325,-0.3838425156820356,0.024272791788945997
60,0.32967763233772956,0.4839120090113796,-0.9163670827116981
